"student_id","ma_mon","ma_lop_hoc_phan","loai_hoc_phan","diem_thong_thuong","diem_giua_ky","diem_thuc_hanh_hien_tai","diem_thuc_hanh_tich_hop","diem_thuong_ky_lt_list","diem_giua_ky_lt"
"SV1492","INT1002","L01","ly_thuyet","8.24,8.24","8.24","","","",""
"SV1492","INT1003","L01","tich_hop","","","","1.96","3.39,1.77","3.39"
"SV1492","GDTC101","L01","thuc_hanh","","","3.77,8.65,3.77","","",""
"SV1492","GDQP102","L01","ly_thuyet","3.93,3.93","3.93","","","",""
"SV1493","INT1001","L01","tich_hop","","","","2.53","4.33,2.11","4.33"
"SV1493","INT1002","L01","ly_thuyet","5.88,5.88","5.88","","","",""
"SV1493","GDTC101","L01","thuc_hanh","","","5.32,5.81,5.32","","",""
"SV1493","GDQP102","L01","ly_thuyet","8.72,8.72","8.72","","","",""
"SV1494","GDQP102","L01","ly_thuyet","1.83,1.83","1.83","","","",""
"SV1494","INT1002","L01","ly_thuyet","8.45,8.45","8.45","","","",""
"SV1495","GDTC101","L01","thuc_hanh","","","4.93,7.88,4.93","","",""
"SV1495","INT1001","L01","tich_hop","","","","9.89","9.42,5.72","9.42"
"SV1496","INT1001","L01","tich_hop","","","","7.66","8.2,8","8.2"
"SV1496","GDQP102","L01","ly_thuyet","5.52,5.52","5.52","","","",""
"SV1497","GDQP102","L01","ly_thuyet","3.97,3.97","3.97","","","",""
"SV1497","INT1003","L01","tich_hop","","","","8.25","4.81,5.37","4.81"
"SV1497","INT1001","L01","tich_hop","","","","8.47","0.65,8.2","0.65"
"SV1498","INT1001","L01","tich_hop","","","","7.65","7.67,6.56","7.67"
"SV1498","GDQP102","L01","ly_thuyet","5.82,5.82","5.82","","","",""
"SV1498","INT1002","L01","ly_thuyet","7.11,7.11","7.11","","","",""
"SV1499","INT1002","L01","ly_thuyet","1.82,1.82","1.82","","","",""
"SV1499","GDQP102","L01","ly_thuyet","1.67,1.67","1.67","","","",""
"SV1499","INT1001","L01","tich_hop","","","","7.78","2.35,6.61","2.35"
"SV1499","GDTC101","L01","thuc_hanh","","","3.76,2.16,3.76","","",""
"SV1500","GDTC101","L01","thuc_hanh","","","4.21,6.92,4.21","","",""
"SV1500","INT1002","L01","ly_thuyet","9.64,9.64","9.64","","","",""
"SV1500","INT1003","L01","tich_hop","","","","1.28","6.64,2.75","6.64"
"SV1501","INT1003","L01","tich_hop","","","","1.63","5.08,5.77","5.08"
"SV1501","GDTC101","L01","thuc_hanh","","","5.36,8.35,5.36","","",""
"SV1501","INT1002","L01","ly_thuyet","4.47,4.47","4.47","","","",""
"SV1501","GDQP102","L01","ly_thuyet","3.51,3.51","3.51","","","",""
"SV1502","INT1002","L01","ly_thuyet","9.1,9.1","9.1","","","",""
"SV1502","GDQP102","L01","ly_thuyet","2.96,2.96","2.96","","","",""
"SV1502","GDTC101","L01","thuc_hanh","","","5.29,3.83,5.29","","",""
"SV1502","INT1001","L01","tich_hop","","","","7.65","0.59,8.66","0.59"
"SV1503","GDQP102","L01","ly_thuyet","1.79,1.79","1.79","","","",""
"SV1503","GDTC101","L01","thuc_hanh","","","2.73,8.58,2.73","","",""
"SV1503","INT1002","L01","ly_thuyet","0.81,0.81","0.81","","","",""
"SV1503","INT1001","L01","tich_hop","","","","2.21","5.68,2.74","5.68"
"SV1504","GDQP102","L01","ly_thuyet","5.29,5.29","5.29","","","",""
"SV1504","INT1001","L01","tich_hop","","","","6.3","1.55,5.96","1.55"
"SV1504","INT1003","L01","tich_hop","","","","3.65","1.66,3.44","1.66"
"SV1505","GDTC101","L01","thuc_hanh","","","8.16,6.94,8.16","","",""
"SV1505","INT1001","L01","tich_hop","","","","7.76","8.94,4.8","8.94"
"SV1505","GDQP102","L01","ly_thuyet","3.48,3.48","3.48","","","",""
"SV1506","INT1001","L01","tich_hop","","","","9.13","1.42,8.64","1.42"
"SV1506","GDQP102","L01","ly_thuyet","7.59,7.59","7.59","","","",""
"SV1507","INT1001","L01","tich_hop","","","","3.09","9.35,5.45","9.35"
"SV1507","INT1003","L01","tich_hop","","","","3.08","5.67,5.63","5.67"
"SV1508","INT1003","L01","tich_hop","","","","2.97","8.8,2.78","8.8"
"SV1508","INT1001","L01","tich_hop","","","","7.03","4.82,3.05","4.82"
"SV1509","INT1001","L01","tich_hop","","","","6.93","8.01,8.28","8.01"
"SV1509","INT1002","L01","ly_thuyet","6.67,6.67","6.67","","","",""
"SV1510","INT1001","L01","tich_hop","","","","3.7","1.35,5.57","1.35"
"SV1510","GDTC101","L01","thuc_hanh","","","1.13,6.47,1.13","","",""
"SV1511","GDTC101","L01","thuc_hanh","","","5.48,3.53,5.48","","",""
"SV1511","INT1003","L01","tich_hop","","","","4.26","9.92,7.4","9.92"
"SV1511","INT1002","L01","ly_thuyet","1.46,1.46","1.46","","","",""
"SV1512","GDTC101","L01","thuc_hanh","","","1.98,9.12,1.98","","",""
"SV1512","INT1003","L01","tich_hop","","","","2.04","8,5.35","8"
"SV1513","INT1001","L01","tich_hop","","","","2.89","9.34,2.64","9.34"
"SV1513","INT1003","L01","tich_hop","","","","3.06","0.73,6.15","0.73"
"SV1513","GDTC101","L01","thuc_hanh","","","3.5,1.47,3.5","","",""
"SV1514","INT1001","L01","tich_hop","","","","1.24","5.95,1.85","5.95"
"SV1514","INT1003","L01","tich_hop","","","","8.88","9.79,6.87","9.79"
"SV1514","GDQP102","L01","ly_thuyet","0.35,0.35","0.35","","","",""
"SV1514","INT1002","L01","ly_thuyet","7.26,7.26","7.26","","","",""
"SV1515","INT1003","L01","tich_hop","","","","3.23","2.12,4.56","2.12"
"SV1515","INT1001","L01","tich_hop","","","","9.56","6.89,3.92","6.89"
"SV1515","GDQP102","L01","ly_thuyet","8.66,8.66","8.66","","","",""
"SV1516","INT1003","L01","tich_hop","","","","6.84","6.05,4.12","6.05"
"SV1516","GDTC101","L01","thuc_hanh","","","7.75,1.7,7.75","","",""
"SV1516","INT1001","L01","tich_hop","","","","1.7","7.51,4.39","7.51"
"SV1516","GDQP102","L01","ly_thuyet","5.18,5.18","5.18","","","",""
"SV1517","GDQP102","L01","ly_thuyet","3.1,3.1","3.1","","","",""
"SV1517","GDTC101","L01","thuc_hanh","","","2.54,0.5,2.54","","",""
"SV1518","INT1003","L01","tich_hop","","","","2.54","9.33,4.09","9.33"
"SV1518","GDTC101","L01","thuc_hanh","","","3.45,2.63,3.45","","",""
"SV1518","INT1001","L01","tich_hop","","","","9.58","4.97,5.52","4.97"
"SV1518","GDQP102","L01","ly_thuyet","9.38,9.38","9.38","","","",""
"SV1519","INT1002","L01","ly_thuyet","0.52,0.52","0.52","","","",""
"SV1519","GDQP102","L01","ly_thuyet","8.47,8.47","8.47","","","",""
"SV1520","GDTC101","L01","thuc_hanh","","","1.69,2.17,1.69","","",""
"SV1520","INT1002","L01","ly_thuyet","2.51,2.51","2.51","","","",""
"SV1520","INT1003","L01","tich_hop","","","","8.73","8.32,6.78","8.32"
"SV1520","GDQP102","L01","ly_thuyet","3.72,3.72","3.72","","","",""
"SV1521","INT1003","L01","tich_hop","","","","3.59","4.21,5.39","4.21"
"SV1521","INT1001","L01","tich_hop","","","","5.66","0.28,6.07","0.28"
"SV1521","INT1002","L01","ly_thuyet","0.24,0.24","0.24","","","",""
"SV1522","GDTC101","L01","thuc_hanh","","","8.42,2.6,8.42","","",""
"SV1522","GDQP102","L01","ly_thuyet","5.64,5.64","5.64","","","",""
"SV1522","INT1002","L01","ly_thuyet","7.86,7.86","7.86","","","",""
"SV1522","INT1001","L01","tich_hop","","","","2.79","6.79,2.03","6.79"
"SV1523","INT1001","L01","tich_hop","","","","7.08","0.64,7.69","0.64"
"SV1523","INT1003","L01","tich_hop","","","","7.31","3.44,6.73","3.44"
"SV1523","GDTC101","L01","thuc_hanh","","","1.5,5.38,1.5","","",""
"SV1524","GDTC101","L01","thuc_hanh","","","8.91,2.3,8.91","","",""
"SV1524","GDQP102","L01","ly_thuyet","2.39,2.39","2.39","","","",""
"SV1524","INT1003","L01","tich_hop","","","","7.16","2.69,6.61","2.69"
"SV1524","INT1001","L01","tich_hop","","","","9.39","7.52,4.18","7.52"
"SV1525","GDTC101","L01","thuc_hanh","","","4.89,6.63,4.89","","",""
"SV1525","GDQP102","L01","ly_thuyet","3.85,3.85","3.85","","","",""
"SV1525","INT1002","L01","ly_thuyet","9.23,9.23","9.23","","","",""
"SV1525","INT1001","L01","tich_hop","","","","8.85","2.6,6.25","2.6"
"SV1526","INT1002","L01","ly_thuyet","4.43,4.43","4.43","","","",""
"SV1526","GDQP102","L01","ly_thuyet","9.21,9.21","9.21","","","",""
"SV1526","INT1001","L01","tich_hop","","","","1.63","9.17,3.97","9.17"
"SV1527","GDQP102","L01","ly_thuyet","8.79,8.79","8.79","","","",""
"SV1527","GDTC101","L01","thuc_hanh","","","6.95,1.63,6.95","","",""
"SV1528","INT1001","L01","tich_hop","","","","2.12","4.2,3.12","4.2"
"SV1528","INT1003","L01","tich_hop","","","","7.72","3.11,7.32","3.11"
"SV1529","GDTC101","L01","thuc_hanh","","","6.27,9.59,6.27","","",""
"SV1529","INT1003","L01","tich_hop","","","","2.79","7.49,5.09","7.49"
"SV1530","GDQP102","L01","ly_thuyet","4.13,4.13","4.13","","","",""
"SV1530","INT1003","L01","tich_hop","","","","4.73","2.34,7.52","2.34"
"SV1530","GDTC101","L01","thuc_hanh","","","5.94,4.06,5.94","","",""
"SV1531","GDQP102","L01","ly_thuyet","2.97,2.97","2.97","","","",""
"SV1531","GDTC101","L01","thuc_hanh","","","1.89,9.7,1.89","","",""
"SV1531","INT1002","L01","ly_thuyet","2.51,2.51","2.51","","","",""
"SV1532","INT1003","L01","tich_hop","","","","8.49","5.06,7.49","5.06"
"SV1532","GDTC101","L01","thuc_hanh","","","8.77,9.31,8.77","","",""
"SV1532","INT1001","L01","tich_hop","","","","1.78","8.99,5.01","8.99"
"SV1532","GDQP102","L01","ly_thuyet","9.36,9.36","9.36","","","",""
"SV1533","INT1002","L01","ly_thuyet","7.56,7.56","7.56","","","",""
"SV1533","GDTC101","L01","thuc_hanh","","","2.34,3.43,2.34","","",""
"SV1533","GDQP102","L01","ly_thuyet","4.36,4.36","4.36","","","",""
"SV1533","INT1001","L01","tich_hop","","","","8.59","0.19,5.06","0.19"
"SV1534","INT1003","L01","tich_hop","","","","9.61","5.43,5.17","5.43"
"SV1534","INT1002","L01","ly_thuyet","0.81,0.81","0.81","","","",""
"SV1534","GDQP102","L01","ly_thuyet","2.74,2.74","2.74","","","",""
"SV1535","INT1001","L01","tich_hop","","","","3.28","5.91,6.97","5.91"
"SV1535","GDQP102","L01","ly_thuyet","3.13,3.13","3.13","","","",""
"SV1535","INT1002","L01","ly_thuyet","0.43,0.43","0.43","","","",""
"SV1536","INT1001","L01","tich_hop","","","","4.27","5.76,7.62","5.76"
"SV1536","INT1002","L01","ly_thuyet","6.53,6.53","6.53","","","",""
"SV1536","GDTC101","L01","thuc_hanh","","","5.91,8.76,5.91","","",""
"SV1537","INT1001","L01","tich_hop","","","","7.93","5.27,6.35","5.27"
"SV1537","INT1002","L01","ly_thuyet","8.18,8.18","8.18","","","",""
"SV1538","GDTC101","L01","thuc_hanh","","","1.92,4.01,1.92","","",""
"SV1538","GDQP102","L01","ly_thuyet","3.2,3.2","3.2","","","",""
"SV1538","INT1001","L01","tich_hop","","","","7.33","9.57,4.79","9.57"
"SV1539","GDQP102","L01","ly_thuyet","9.79,9.79","9.79","","","",""
"SV1539","GDTC101","L01","thuc_hanh","","","3.17,7.19,3.17","","",""
"SV1540","GDTC101","L01","thuc_hanh","","","7.31,7.28,7.31","","",""
"SV1540","GDQP102","L01","ly_thuyet","0.6,0.6","0.6","","","",""
"SV1540","INT1001","L01","tich_hop","","","","7.05","2.96,5.28","2.96"
"SV1540","INT1002","L01","ly_thuyet","8.28,8.28","8.28","","","",""
"SV1541","INT1003","L01","tich_hop","","","","9.84","8.51,6.79","8.51"
"SV1541","INT1002","L01","ly_thuyet","8.88,8.88","8.88","","","",""
"SV1541","GDQP102","L01","ly_thuyet","4.65,4.65","4.65","","","",""
"SV1542","INT1002","L01","ly_thuyet","2.55,2.55","2.55","","","",""
"SV1542","INT1003","L01","tich_hop","","","","7.74","9.34,4.78","9.34"
"SV1542","INT1001","L01","tich_hop","","","","6.97","8.86,6.78","8.86"
"SV1542","GDTC101","L01","thuc_hanh","","","9.46,4.75,9.46","","",""
"SV1543","INT1003","L01","tich_hop","","","","7.53","3.82,7.31","3.82"
"SV1543","GDTC101","L01","thuc_hanh","","","2.75,1.13,2.75","","",""
"SV1544","INT1001","L01","tich_hop","","","","2.25","3.73,4.84","3.73"
"SV1544","INT1003","L01","tich_hop","","","","1.98","6.77,2.55","6.77"
"SV1544","GDTC101","L01","thuc_hanh","","","2.84,9.84,2.84","","",""
"SV1545","INT1002","L01","ly_thuyet","4.42,4.42","4.42","","","",""
"SV1545","GDQP102","L01","ly_thuyet","6.2,6.2","6.2","","","",""
"SV1545","INT1003","L01","tich_hop","","","","7.64","0.88,3.93","0.88"
"SV1546","INT1002","L01","ly_thuyet","4,4","4","","","",""
"SV1546","INT1001","L01","tich_hop","","","","2.91","0.23,6.65","0.23"
"SV1547","INT1003","L01","tich_hop","","","","4.24","3.65,4.21","3.65"
"SV1547","GDTC101","L01","thuc_hanh","","","3.29,3.44,3.29","","",""
"SV1547","INT1001","L01","tich_hop","","","","9.16","7.54,8.07","7.54"
"SV1547","GDQP102","L01","ly_thuyet","6.91,6.91","6.91","","","",""
"SV1548","INT1003","L01","tich_hop","","","","1.29","0.98,5.61","0.98"
"SV1548","INT1001","L01","tich_hop","","","","5.89","1.83,7.47","1.83"
"SV1549","INT1003","L01","tich_hop","","","","6.32","1.97,6.59","1.97"
"SV1549","INT1002","L01","ly_thuyet","1.55,1.55","1.55","","","",""
"SV1549","GDQP102","L01","ly_thuyet","2.56,2.56","2.56","","","",""
"SV1549","GDTC101","L01","thuc_hanh","","","4.85,5.05,4.85","","",""
"SV1550","GDQP102","L01","ly_thuyet","0.5,0.5","0.5","","","",""
"SV1550","INT1001","L01","tich_hop","","","","6.42","2.64,7.6","2.64"
"SV1550","GDTC101","L01","thuc_hanh","","","7.99,1.47,7.99","","",""
"SV1550","INT1002","L01","ly_thuyet","6.31,6.31","6.31","","","",""
"SV1551","GDQP102","L01","ly_thuyet","6.7,6.7","6.7","","","",""
"SV1551","INT1003","L01","tich_hop","","","","2.52","9.37,1.78","9.37"
"SV1552","INT1001","L01","tich_hop","","","","8.15","8.78,8.5","8.78"
"SV1552","INT1002","L01","ly_thuyet","4.59,4.59","4.59","","","",""
"SV1553","INT1002","L01","ly_thuyet","1.19,1.19","1.19","","","",""
"SV1553","GDQP102","L01","ly_thuyet","0.74,0.74","0.74","","","",""
"SV1554","GDQP102","L01","ly_thuyet","3.35,3.35","3.35","","","",""
"SV1554","INT1003","L01","tich_hop","","","","3.88","1.74,6.63","1.74"
"SV1554","GDTC101","L01","thuc_hanh","","","7.24,7.95,7.24","","",""
"SV1555","INT1001","L01","tich_hop","","","","1.52","3.13,3.51","3.13"
"SV1555","GDQP102","L01","ly_thuyet","0.95,0.95","0.95","","","",""
"SV1555","INT1003","L01","tich_hop","","","","9.47","0.96,5.41","0.96"
"SV1555","INT1002","L01","ly_thuyet","4.6,4.6","4.6","","","",""
"SV1556","INT1003","L01","tich_hop","","","","9.41","7.3,6.05","7.3"
"SV1556","INT1001","L01","tich_hop","","","","4.52","6.97,4.09","6.97"
"SV1556","GDTC101","L01","thuc_hanh","","","3.16,4.49,3.16","","",""
"SV1557","INT1001","L01","tich_hop","","","","8.1","2.96,4.55","2.96"
"SV1557","INT1002","L01","ly_thuyet","3.3,3.3","3.3","","","",""
"SV1558","INT1002","L01","ly_thuyet","6.22,6.22","6.22","","","",""
"SV1558","GDQP102","L01","ly_thuyet","2.11,2.11","2.11","","","",""
"SV1558","INT1001","L01","tich_hop","","","","3.45","7.64,4.96","7.64"
"SV1559","GDTC101","L01","thuc_hanh","","","9.43,9.54,9.43","","",""
"SV1559","GDQP102","L01","ly_thuyet","0.42,0.42","0.42","","","",""
"SV1559","INT1001","L01","tich_hop","","","","9.36","3.16,6.74","3.16"
"SV1559","INT1003","L01","tich_hop","","","","9.77","3.29,5.07","3.29"
"SV1560","INT1001","L01","tich_hop","","","","9.23","9.97,7.85","9.97"
"SV1560","GDTC101","L01","thuc_hanh","","","7.04,6.86,7.04","","",""
"SV1561","INT1002","L01","ly_thuyet","5.11,5.11","5.11","","","",""
"SV1561","GDQP102","L01","ly_thuyet","6.12,6.12","6.12","","","",""
"SV1561","INT1003","L01","tich_hop","","","","9.47","9.55,5.94","9.55"
"SV1562","INT1002","L01","ly_thuyet","9.86,9.86","9.86","","","",""
"SV1562","GDTC101","L01","thuc_hanh","","","9.43,5.07,9.43","","",""
"SV1563","INT1002","L01","ly_thuyet","6.31,6.31","6.31","","","",""
"SV1563","GDTC101","L01","thuc_hanh","","","5.23,0.56,5.23","","",""
"SV1563","INT1003","L01","tich_hop","","","","9.69","1.79,7.64","1.79"
"SV1564","INT1001","L01","tich_hop","","","","9.31","2.97,6.67","2.97"
"SV1564","INT1002","L01","ly_thuyet","3.12,3.12","3.12","","","",""
"SV1564","GDQP102","L01","ly_thuyet","7.56,7.56","7.56","","","",""
"SV1565","GDQP102","L01","ly_thuyet","1.66,1.66","1.66","","","",""
"SV1565","INT1001","L01","tich_hop","","","","3.86","3.72,4.99","3.72"
"SV1565","INT1002","L01","ly_thuyet","6.11,6.11","6.11","","","",""
"SV1565","GDTC101","L01","thuc_hanh","","","9.23,4.91,9.23","","",""
"SV1566","INT1002","L01","ly_thuyet","3.76,3.76","3.76","","","",""
"SV1566","GDTC101","L01","thuc_hanh","","","7.79,6.11,7.79","","",""
"SV1566","GDQP102","L01","ly_thuyet","2.23,2.23","2.23","","","",""
"SV1567","INT1001","L01","tich_hop","","","","6.92","7.14,8.31","7.14"
"SV1567","GDQP102","L01","ly_thuyet","1.31,1.31","1.31","","","",""
"SV1567","INT1002","L01","ly_thuyet","0.36,0.36","0.36","","","",""
"SV1567","INT1003","L01","tich_hop","","","","8.04","2.84,6.61","2.84"
"SV1568","GDTC101","L01","thuc_hanh","","","2.41,1.34,2.41","","",""
"SV1568","GDQP102","L01","ly_thuyet","2.25,2.25","2.25","","","",""
"SV1569","INT1003","L01","tich_hop","","","","5.87","5.86,5.18","5.86"
"SV1569","INT1001","L01","tich_hop","","","","4.13","0.52,5.88","0.52"
"SV1569","GDQP102","L01","ly_thuyet","8.5,8.5","8.5","","","",""
"SV1569","GDTC101","L01","thuc_hanh","","","2.36,5.39,2.36","","",""
"SV1570","GDQP102","L01","ly_thuyet","8.83,8.83","8.83","","","",""
"SV1570","INT1001","L01","tich_hop","","","","2.85","8.75,3.13","8.75"
"SV1571","GDTC101","L01","thuc_hanh","","","9.13,4.17,9.13","","",""
"SV1571","INT1002","L01","ly_thuyet","1.8,1.8","1.8","","","",""
"SV1572","GDQP102","L01","ly_thuyet","9.33,9.33","9.33","","","",""
"SV1572","INT1001","L01","tich_hop","","","","3.23","5.63,3.74","5.63"
"SV1573","INT1002","L01","ly_thuyet","9.71,9.71","9.71","","","",""
"SV1573","INT1001","L01","tich_hop","","","","7.95","1.64,8.81","1.64"
"SV1574","INT1001","L01","tich_hop","","","","8.77","6.34,7.71","6.34"
"SV1574","INT1002","L01","ly_thuyet","4.79,4.79","4.79","","","",""
"SV1574","GDTC101","L01","thuc_hanh","","","6.14,5.8,6.14","","",""
"SV1574","GDQP102","L01","ly_thuyet","8.87,8.87","8.87","","","",""
"SV1575","INT1001","L01","tich_hop","","","","9.33","1.26,4.76","1.26"
"SV1575","INT1002","L01","ly_thuyet","1.09,1.09","1.09","","","",""
"SV1575","GDTC101","L01","thuc_hanh","","","2.23,4.95,2.23","","",""
"SV1576","INT1003","L01","tich_hop","","","","7.63","7.04,4.1","7.04"
"SV1576","GDTC101","L01","thuc_hanh","","","4.74,8.16,4.74","","",""
"SV1576","GDQP102","L01","ly_thuyet","2.14,2.14","2.14","","","",""
"SV1577","INT1002","L01","ly_thuyet","6.24,6.24","6.24","","","",""
"SV1577","INT1003","L01","tich_hop","","","","2.93","0.58,6.78","0.58"
"SV1578","INT1001","L01","tich_hop","","","","3.28","1.83,3.95","1.83"
"SV1578","INT1003","L01","tich_hop","","","","6.67","7.87,7.11","7.87"
"SV1578","GDQP102","L01","ly_thuyet","2.61,2.61","2.61","","","",""
"SV1579","INT1002","L01","ly_thuyet","9.35,9.35","9.35","","","",""
"SV1579","INT1003","L01","tich_hop","","","","1.6","0.09,1.58","0.09"
"SV1580","INT1001","L01","tich_hop","","","","7.98","3.08,3.66","3.08"
"SV1580","INT1002","L01","ly_thuyet","7.01,7.01","7.01","","","",""
"SV1580","INT1003","L01","tich_hop","","","","1.42","0.39,6.26","0.39"
"SV1580","GDQP102","L01","ly_thuyet","3.13,3.13","3.13","","","",""
"SV1581","GDTC101","L01","thuc_hanh","","","9.64,2.04,9.64","","",""
"SV1581","GDQP102","L01","ly_thuyet","0.45,0.45","0.45","","","",""
"SV1581","INT1001","L01","tich_hop","","","","7","2.58,7.97","2.58"
"SV1581","INT1002","L01","ly_thuyet","1.88,1.88","1.88","","","",""
"SV1582","GDTC101","L01","thuc_hanh","","","2.54,7.75,2.54","","",""
"SV1582","INT1003","L01","tich_hop","","","","7.2","0.27,6.53","0.27"
"SV1582","INT1002","L01","ly_thuyet","0.26,0.26","0.26","","","",""
"SV1583","INT1002","L01","ly_thuyet","4.52,4.52","4.52","","","",""
"SV1583","INT1003","L01","tich_hop","","","","7.8","8.45,8.73","8.45"
"SV1584","INT1003","L01","tich_hop","","","","4.51","5.5,3.72","5.5"
"SV1584","INT1001","L01","tich_hop","","","","6.64","2.82,5.61","2.82"
"SV1585","GDTC101","L01","thuc_hanh","","","7.05,3.12,7.05","","",""
"SV1585","GDQP102","L01","ly_thuyet","0.04,0.04","0.04","","","",""
"SV1586","GDTC101","L01","thuc_hanh","","","6.79,5.49,6.79","","",""
"SV1586","INT1002","L01","ly_thuyet","9.74,9.74","9.74","","","",""
"SV1587","GDTC101","L01","thuc_hanh","","","9.84,8.54,9.84","","",""
"SV1587","INT1002","L01","ly_thuyet","8.61,8.61","8.61","","","",""
"SV1587","GDQP102","L01","ly_thuyet","9.6,9.6","9.6","","","",""
"SV1588","INT1001","L01","tich_hop","","","","4.53","2.5,5.42","2.5"
"SV1588","INT1002","L01","ly_thuyet","0.53,0.53","0.53","","","",""
"SV1589","GDQP102","L01","ly_thuyet","7.97,7.97","7.97","","","",""
"SV1589","INT1002","L01","ly_thuyet","7.35,7.35","7.35","","","",""
"SV1589","GDTC101","L01","thuc_hanh","","","5.48,6.49,5.48","","",""
"SV1589","INT1001","L01","tich_hop","","","","7.8","1.1,8.79","1.1"
"SV1590","GDQP102","L01","ly_thuyet","0.21,0.21","0.21","","","",""
"SV1590","INT1003","L01","tich_hop","","","","1.51","7.72,1.23","7.72"
"SV1591","INT1001","L01","tich_hop","","","","7.43","3.64,4.37","3.64"
"SV1591","GDTC101","L01","thuc_hanh","","","1.66,5.36,1.66","","",""
"SV1592","INT1002","L01","ly_thuyet","5.59,5.59","5.59","","","",""
"SV1592","GDTC101","L01","thuc_hanh","","","1.29,6.19,1.29","","",""
"SV1592","INT1003","L01","tich_hop","","","","6.07","8.18,8.12","8.18"
"SV1592","GDQP102","L01","ly_thuyet","7.75,7.75","7.75","","","",""
"SV1593","INT1001","L01","tich_hop","","","","8.47","0.57,7.99","0.57"
"SV1593","INT1003","L01","tich_hop","","","","6.03","1.09,6.12","1.09"
"SV1593","GDQP102","L01","ly_thuyet","0.22,0.22","0.22","","","",""
"SV1594","GDQP102","L01","ly_thuyet","7.48,7.48","7.48","","","",""
"SV1594","INT1002","L01","ly_thuyet","1.3,1.3","1.3","","","",""
"SV1594","GDTC101","L01","thuc_hanh","","","5.94,1.12,5.94","","",""
"SV1594","INT1001","L01","tich_hop","","","","2.87","5.37,7.55","5.37"
"SV1595","GDTC101","L01","thuc_hanh","","","8.22,5.04,8.22","","",""
"SV1595","INT1001","L01","tich_hop","","","","6.13","3.37,6.58","3.37"
"SV1595","GDQP102","L01","ly_thuyet","6.51,6.51","6.51","","","",""
"SV1596","GDQP102","L01","ly_thuyet","6.99,6.99","6.99","","","",""
"SV1596","INT1001","L01","tich_hop","","","","5.91","8.03,6.42","8.03"
"SV1597","INT1002","L01","ly_thuyet","2.11,2.11","2.11","","","",""
"SV1597","INT1001","L01","tich_hop","","","","1.69","8.32,1.43","8.32"
"SV1597","GDQP102","L01","ly_thuyet","8.63,8.63","8.63","","","",""
"SV1597","INT1003","L01","tich_hop","","","","9.03","6.5,4.81","6.5"
"SV1598","GDQP102","L01","ly_thuyet","4.31,4.31","4.31","","","",""
"SV1598","INT1001","L01","tich_hop","","","","4.01","0.82,6.95","0.82"
"SV1598","INT1002","L01","ly_thuyet","4.7,4.7","4.7","","","",""
"SV1599","GDTC101","L01","thuc_hanh","","","3.86,1.48,3.86","","",""
"SV1599","INT1002","L01","ly_thuyet","7.34,7.34","7.34","","","",""
"SV1600","GDQP102","L01","ly_thuyet","8.29,8.29","8.29","","","",""
"SV1600","INT1002","L01","ly_thuyet","7.7,7.7","7.7","","","",""
"SV1601","INT1003","L01","tich_hop","","","","8.07","4.61,5.48","4.61"
"SV1601","INT1002","L01","ly_thuyet","1.25,1.25","1.25","","","",""
"SV1602","GDTC101","L01","thuc_hanh","","","9.4,8.92,9.4","","",""
"SV1602","INT1001","L01","tich_hop","","","","4.31","9.17,3.63","9.17"
"SV1602","GDQP102","L01","ly_thuyet","3.48,3.48","3.48","","","",""
"SV1602","INT1003","L01","tich_hop","","","","7.01","3.12,5.17","3.12"
"SV1603","INT1001","L01","tich_hop","","","","3.93","9.43,7.24","9.43"
"SV1603","GDQP102","L01","ly_thuyet","2.33,2.33","2.33","","","",""
"SV1603","INT1003","L01","tich_hop","","","","9.44","2.76,8.28","2.76"
"SV1604","GDTC101","L01","thuc_hanh","","","3.23,0.18,3.23","","",""
"SV1604","INT1001","L01","tich_hop","","","","7.95","8.45,8.86","8.45"
"SV1605","INT1002","L01","ly_thuyet","8.34,8.34","8.34","","","",""
"SV1605","GDQP102","L01","ly_thuyet","1.75,1.75","1.75","","","",""
"SV1605","INT1003","L01","tich_hop","","","","2.04","1.62,5.97","1.62"
"SV1606","INT1003","L01","tich_hop","","","","5.96","1.72,4.44","1.72"
"SV1606","GDTC101","L01","thuc_hanh","","","4.83,0.3,4.83","","",""
"SV1606","INT1001","L01","tich_hop","","","","1.06","5.04,5.37","5.04"
"SV1606","GDQP102","L01","ly_thuyet","3.38,3.38","3.38","","","",""
"SV1607","GDTC101","L01","thuc_hanh","","","5.32,1.18,5.32","","",""
"SV1607","INT1002","L01","ly_thuyet","5.73,5.73","5.73","","","",""
"SV1607","INT1001","L01","tich_hop","","","","6.16","5.97,4.32","5.97"
"SV1607","INT1003","L01","tich_hop","","","","6.22","6.53,5.72","6.53"
"SV1608","INT1003","L01","tich_hop","","","","5.46","5.41,5.12","5.41"
"SV1608","GDTC101","L01","thuc_hanh","","","6.31,6.82,6.31","","",""
"SV1608","INT1002","L01","ly_thuyet","2.38,2.38","2.38","","","",""
"SV1609","INT1002","L01","ly_thuyet","8.22,8.22","8.22","","","",""
"SV1609","INT1003","L01","tich_hop","","","","4.58","3.52,7.64","3.52"
"SV1610","INT1003","L01","tich_hop","","","","7.85","2.63,6.47","2.63"
"SV1610","GDQP102","L01","ly_thuyet","5.13,5.13","5.13","","","",""
"SV1611","GDQP102","L01","ly_thuyet","2.31,2.31","2.31","","","",""
